"branch","row_id","company_identifier","account_identifier","campaign_identifier","adset_identifier","ad_identifier","creative_identifier","current_primary_decision_shown_to_operator","current_internal_segment","legacy_segment","legacy_action","recommended_action","actionability_state","reason_tags","spend","purchases","impressions","age_days","active_days","active_status","roas","cpa","recent_roas","recent_cpa","recent_purchases","recent_impressions","long90_roas","trend_roas_ratio","active_benchmark_scope","active_benchmark_label","active_benchmark_roas","active_benchmark_cpa","peer_median_spend","benchmark_reliability","source_trust_flags","campaign_context_blocker_flags","queue_eligible","apply_eligible","push_readiness","warnings_shown_in_ui_or_instruction_fields","instruction_headline","reason_summary","source_artifact_generated_at","source_artifact_window_start","source_artifact_window_end","source_artifact_kind"
"pr74","company-02|company-02-account-01|company-02-campaign-01|company-02-adset-01|company-02-creative-01","company-02","company-02-account-01","company-02-campaign-01","company-02-adset-01",,"company-02-creative-01","Refresh","needs_new_variant","Watch","watch","keep_in_test","review_only","","3896.01","35","285980",,,"false","2.21","111.31","1.3","262.72","3","37998","2.45",,"account","Account-wide","2.69","72.2","779.9","medium","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""medium""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""UNKNOWN"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-02-creative-01","Deterministic engine keeps this in test while monitoring early fatigue pressure.","2026-04-24T21:26:56.219Z","2026-03-26","2026-04-24","committed_sanitized_artifact_not_fresh_local_rerun"
"pr74","company-02|company-02-account-01|company-02-campaign-01|company-02-adset-01|company-02-creative-02","company-02","company-02-account-01","company-02-campaign-01","company-02-adset-01",,"company-02-creative-02","Refresh","needs_new_variant","Watch","watch","keep_in_test","review_only","","2262.94","19","89114",,,"false","2.59","119.1","2.63","128.17","2","8807","2.34",,"account","Account-wide","2.69","72.2","779.9","medium","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""medium""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""UNKNOWN"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-02-creative-02","Deterministic engine keeps this in test while monitoring early fatigue pressure.","2026-04-24T21:26:56.219Z","2026-03-26","2026-04-24","committed_sanitized_artifact_not_fresh_local_rerun"
"pr74","company-02|company-02-account-01|company-02-campaign-02|company-02-adset-02|company-02-creative-03","company-02","company-02-account-01","company-02-campaign-02","company-02-adset-02",,"company-02-creative-03","Watch","hold_monitor","Watch","watch","keep_in_test","review_only","","788.32","8","33939",,,"false","2.69","98.54","0","0","0","1572","2.99",,"account","Account-wide","2.59","72.2","779.9","medium","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""medium""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""UNKNOWN"",""activeStatusSource"":""campaign_and_adset""}","false","false","read_only_insight","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Higher signal depth would improve target precision.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Watch: company-02-creative-03","Deterministic engine keeps this in test against the meta family benchmark.","2026-04-24T21:26:56.219Z","2026-03-26","2026-04-24","committed_sanitized_artifact_not_fresh_local_rerun"
"pr74","company-02|company-02-account-01|company-02-campaign-01|company-02-adset-01|company-02-creative-04","company-02","company-02-account-01","company-02-campaign-01","company-02-adset-01",,"company-02-creative-04","Refresh","fatigued_winner","Watch","watch","refresh_replace","review_only","","779.9","13","40029",,,"false","4.34","59.99","9.41","45.13","3","6245","3.2",,"account","Account-wide","2.59","98.54","788.32","medium","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""medium""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""UNKNOWN"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-02-creative-04","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-24T21:26:56.219Z","2026-03-26","2026-04-24","committed_sanitized_artifact_not_fresh_local_rerun"
"pr74","company-02|company-02-account-01|company-02-campaign-01|company-02-adset-01|company-02-creative-05","company-02","company-02-account-01","company-02-campaign-01","company-02-adset-01",,"company-02-creative-05","Cut","spend_waste","Cut","pause","keep_in_test","review_only","","318.9","0","8955",,,"false","0","0","0","0","0","1419","2.08",,"account","Account-wide","2.64","85.37","784.11","strong","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""UNKNOWN"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Confirm there is no purchase evidence before stopping this test creative.|Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Cut: company-02-creative-05","Spend is already meaningful enough to move past early learning, and there is still no purchase proof. Treat this as a Cut candidate for operator review.","2026-04-24T21:26:56.219Z","2026-03-26","2026-04-24","committed_sanitized_artifact_not_fresh_local_rerun"
"pr74","company-02|company-02-account-01|company-02-campaign-01|company-02-adset-01|company-02-creative-06","company-02","company-02-account-01","company-02-campaign-01","company-02-adset-01",,"company-02-creative-06","Refresh","needs_new_variant","Scale","scale","hold_no_touch","blocked","","311.89","13","33001",,,"false","7.63","23.99","2.41","66.92","1","5395","5.42",,"account","Account-wide","2.59","98.54","788.32","medium","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""medium""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""UNKNOWN"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-02-creative-06","Deterministic engine marks this as a shipped winner that should stay protected.","2026-04-24T21:26:56.219Z","2026-03-26","2026-04-24","committed_sanitized_artifact_not_fresh_local_rerun"
"pr74","company-02|company-02-account-01|company-02-campaign-03|company-02-adset-03|company-02-creative-07","company-02","company-02-account-01","company-02-campaign-03","company-02-adset-03",,"company-02-creative-07","Not Enough Data","false_winner_low_evidence","Test More","test_more","keep_in_test","review_only","","72.2","1","2113",,,"false","2.06","72.2","0","0","0","527","1.29",,"account","Account-wide","2.69","98.54","788.32","medium","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""medium""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""PAUSED"",""adSetStatus"":""CAMPAIGN_PAUSED"",""activeStatusSource"":""campaign_and_adset""}","false","false","read_only_insight","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Higher signal depth would improve target precision.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Not Enough Data: company-02-creative-07","Deterministic engine keeps this in test against the meta family benchmark.","2026-04-24T21:26:56.219Z","2026-03-26","2026-04-24","committed_sanitized_artifact_not_fresh_local_rerun"
"pr74","company-02|company-02-account-01|company-02-campaign-03|company-02-adset-03|company-02-creative-08","company-02","company-02-account-01","company-02-campaign-03","company-02-adset-03",,"company-02-creative-08","Not Enough Data","creative_learning_incomplete","Test More","test_more","keep_in_test","review_only","","44.61","0","1146",,,"false","0","0","0","0","0","280","5.49",,"account","Account-wide","2.64","85.37","784.11","strong","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""PAUSED"",""adSetStatus"":""CAMPAIGN_PAUSED"",""activeStatusSource"":""campaign_and_adset""}","false","false","read_only_insight","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Higher signal depth would improve target precision.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Not Enough Data: company-02-creative-08","Deterministic engine keeps this in test against the meta family benchmark.","2026-04-24T21:26:56.219Z","2026-03-26","2026-04-24","committed_sanitized_artifact_not_fresh_local_rerun"
"pr74","company-03|company-03-account-01|company-03-campaign-01|company-03-adset-01|company-03-creative-01","company-03","company-03-account-01","company-03-campaign-01","company-03-adset-01",,"company-03-creative-01","Refresh","needs_new_variant","Cut","pause","refresh_replace","review_only","","748.67","3","1477489",,,"true","0.77","249.56","0","0","0","2849","1.55",,"account","Account-wide","6.94","19.68","91.29","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","operator_review_required","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-03-creative-01","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-24T21:26:56.219Z","2026-03-26","2026-04-24","committed_sanitized_artifact_not_fresh_local_rerun"
"pr74","company-03|company-03-account-01|company-03-campaign-01|company-03-adset-01|company-03-creative-02","company-03","company-03-account-01","company-03-campaign-01","company-03-adset-01",,"company-03-creative-02","Protect","protected_winner","Watch","watch","hold_no_touch","blocked","","325.38","13","147372",,,"true","6.9","25.03","7.44","24.06","12","134116","6.9",,"account","Account-wide","6.83","19.68","91.29","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Protect: company-03-creative-02","Deterministic engine marks this as a shipped winner that should stay protected.","2026-04-24T21:26:56.219Z","2026-03-26","2026-04-24","committed_sanitized_artifact_not_fresh_local_rerun"
"pr74","company-03|company-03-account-01|company-03-campaign-01|company-03-adset-01|company-03-creative-03","company-03","company-03-account-01","company-03-campaign-01","company-03-adset-01",,"company-03-creative-03","Watch","hold_monitor","Watch","watch","keep_in_test","review_only","","227.51","10","43300",,,"true","4.26","22.75","6.97","21.5","4","15373","4.67",,"account","Account-wide","6.94","19.68","91.29","strong","{""evidenceSource"":""live"",""trustState"":""degraded_missing_truth"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""limited"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","read_only_insight","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Higher signal depth would improve target precision.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Watch: company-03-creative-03","Deterministic engine keeps this in test because relative strength exists, but absolute scaling floors are not proven yet.","2026-04-24T21:26:56.219Z","2026-03-26","2026-04-24","committed_sanitized_artifact_not_fresh_local_rerun"
"pr74","company-03|company-03-account-01|company-03-campaign-01|company-03-adset-01|company-03-creative-04","company-03","company-03-account-01","company-03-campaign-01","company-03-adset-01",,"company-03-creative-04","Refresh","fatigued_winner","Watch","watch","refresh_replace","blocked","","165.05","8","178545",,,"true","6.68","20.63","8.15","13.85","2","19271","5.42",,"account","Account-wide","6.94","19.93","91.29","strong","{""evidenceSource"":""live"",""trustState"":""live_confident"",""activeStatusSource"":""campaign_and_adset"",""previewWindow"":""ready"",""baselineReliability"":""strong""}","{""campaignContextLimited"":false,""deploymentCompatibility"":""compatible"",""campaignStatus"":""ACTIVE"",""adSetStatus"":""ACTIVE"",""activeStatusSource"":""campaign_and_adset""}","false","false","blocked_from_push","Performance slips back toward target instead of materially beating it.|A high-severity promo or blocker changes the account posture.|Top GEO economics or serviceability constraints tighten.|Keep monitoring efficiency drift after deployment.|missing_input:Target pack is not configured yet.|missing_input:Country economics are not configured for the live decision window.|missing_input:Site health and stock pressure constraints are not configured.","Refresh: company-03-creative-04","Deterministic engine treats this as fatigue-driven decay that needs replacement, not more budget.","2026-04-24T21:26:56.219Z","2026-03-26","2026-04-24","committed_sanitized_artifact_not_fresh_local_rerun"
